,text,label
1004,Koi bhi kisi ki feelings nai samjhta just hate this,0
1005,har baat ma beti pe hi aakar rukti hai.  Apni ko parde me rkho dusrey ki rape kro.,0
1006,"BC ye tumhare ravish ke bhai aur congressi neta ne bihar me dalit ke sath rape kiya hai, uspe kuchh kahoge???",0
1007,Bihar rape kand me @OfficeOfRG Rahul and @INCIndia kyo chup h? Kaha h @priyankac19 shobha ojha ranjeet ranjan n others?,0
1010,haan... duniya bhar ka hate hai  @dramebaaz_ani,0
1011,#CorruptSystem jaan kisi bacche ki jaayee ya rape? income ke naam se desh mein crime kaun chala raha hai?,0
1012,na to tanzeem kaal adam hy aur nahi hi inper koi terrorism ka charge hy,0
1013,@VasundharaBJP madam aap k karykartao ko sambhalo kl ko rape kr k bolenge sabh desh hit mai hai @SachinPilot,0
1014,Chem k liye Scenes saath mein hona chahiye na. Hote bhi h toh Dupes k saath hate cv's had it not been DivAn #YHM band ho jaata abhi takhttps://twitter.com/nilsfenando/status/834294124853460992 …,0
1015,or vo bhi mujhe follow karke  mere tweets ko ignore karke  rt maarte mere kiye  hue rts ko.i hate them,0
1017,"Are isko hate kyun krti ho?  new new to Aayi h bechari,  isne Aisa kya kr diya?",0
1018,Ek basti  ha jise log kashmir khate ha pic.twitter.com/yHuq7TN5kk,0
1019,Fir wo chahe rape kare ya murder,0
1021,ab haffiz saeed ko Bharat ko sop dena chahiye tabhi maana jayega ki pakistan terrorism ko leker serious hai,0
1022,"“Ladke Hain garmi Chadh Jaati Hai, Rape Ho Jaate Hain, AB Kya Rape Ke Liye Sooli Pe Chadha Doge?”",0
1024,@narendramodi Sir ye hae Vikas Shamshan kabristan Eid Diwali p raajniti bina khoon bahaye Aap ko sukoon nahi milega @RanaAyyub @ravishndtv,0
1025,toone maanaa madarso me nafrat failaayi jaati hai good baat par tike rehnaa baaki kahi tik nahi paate ho kaisi lagi meri ray,0
1027,"Ham maanthay hain Thum Terrorists nahi hon, Tho Wo Kashmir main paani ki jaga khoon kon baha raha hain?????",0
1028,Bas Piyar Sey Keh Dena Yaar Prince Teri  Ab Zarorat Nahi Rahi...,0
1029,Ganganagar mp nihalchand bhi rape accused hai us ko bhi kuch karo,0
1030,Wanha hatred paadhaya jatahai isliea sab jhatred,0
1031,Tumhe apna banane ka junoon jo aab dil mein hain... <3 — listening to Tumhe Apna Banane Ka Junoon - Hate Story 3,0
1033,"Those who say ""KHOON"" ka aapki soch se kucchh nahi lena FAKE GANDHI VARUN KO DEKH LIJIYE CM KE LIYE NAAM NAHI ANOUNCE HUA TOH ATTACK BJP",0
1035,Saraswati ko nafrat maante hai @INCIndia. Aur hinduon se vote maangte.https://twitter.com/digvijaya_28/status/834215748990095366 …,0
1036,Kidhe pher full yaari... http://fb.me/8sCnlkxdZ ,0
1038,@ mati das ko aari se chir dene wale banda bahadur ki aantria usi ke muh me thus ne wale muje nafrat batate pic.twitter.com/RwHEiTI4DT,0
1039,Lawyer: hamare pass saboot hai khoon tumne hi kiya hai,0
1040,criminal:Jo bolta hai vohi hota hai,0
1041,Stop the hate. Salute Jigs Mayuga!  http://fb.me/80IEio4yb ,0
1044,bajwaa sahab ..itna nahi khaane ka nafrat ka tezaab ...khayiye pyaar ki halwa ..life hogi mawa gulaab jamun ..bas gulaab haat me,0
1045,nihalchand PR rape,0
1046,Modi PR fake degree,0
1047,Smirti PR fake degree,0
1048,Sivraj PR vyapam ghotala,0
1050,"Just saying k agar war on terrorism ek kahani hai, to ye thread ek major spoiler hai, spoiler kya is se zyada ab kya bolega",0
1052,", islaye tou chata hu aap jaise humble and mannered log samjay aur samjaye ke, TarekFatah nafrat phaylata hain, aur kuch nahi",0
1055,Sab to yahi bolte ki hitler hu mai... Kitti sweet hu waise,0
1056,No !!!! Usko Gujarat BJP ke Naliya rape scandal ke liye campaign karna chahiye .@sardanarohit @yadavakhilesh,0
1059,@tehseenp @Shehzad_Ind @TarekFatah touch se slapping tak pahunch gye? Subah tak rape pe pahunch jaoge..,0
1060,"Agar Dr.Asim aisa boltey tou kub ke Phansi charhaye ja chukey hotey,Suoreme corts az khud notice le rahee hotiAurRangersChapey",0
1061,5Anjeer Tukray Kar K Pao Doodh Men Ubal K Thanda Kar K Daily Sonay Se Pehle Khaya Karen,0
1062,"Aapko to patna me murder,Gaya me rape ka pata v nahi chal pata hai aur bat karto ho ISI agent ka @narendramodi_in @BJP4India",0
1063,bhai tm hate krte rho tmse yahi umeed hai...aur muje yakin h ki umeed ni todoge..,0
1065,1-Aansu Ka Qatra Jo Khaufe Khuda Me nikle 2- Khoon Ka Qatra Jo Raahe Khuda Me Gire,0
1066,"good yahi karte raho,isse to hate story banta hai,koi kahega hindu jindabad",0
1067,Akhilesh don't feel bad. Baap ne sikhaya ladko se Galati Ho jati hai. Bhabhji Ki chhedchhad hui hai. Rape nahi. Akhilesh,0
1068,Khoon nhi kholta madam tumme bhi mnn Marta hai chummi lene ka https://twitter.com/high_by_the_sea/status/834109799843381248 …,0
1069,ye to achchha hai ki UP me bijli ki durdasha hai nahi to jis tarah nangi taar latki hui hai rape se jyada current se mar jate,0
1070,Maine bhi sunatha Pappu ke upar bhi rape case chalatha  ushka kya hua???Tabhi..... Cong ka govt tha.Samajhadaro ko ishara hi kafi,0
1074,"bro mere tweet Mai sare rang hai, rajniti ke Pyaar ke nafrat ke jokes ke attitude ke",0
1075,Chahe cm hi kyu na hoo...jahil jahil hota hai....sanskar khoon mai hota hai https://twitter.com/Crazykanika/status/834104720327397376 …,0
1077,Yuva dhan ki mansikta ke karan hi rape cases badhte hai. Psychologists aur sachchhe sadhu sant ki advice bahot jaruri hai.,0
1078,chal phir mat dikhain warna murder ka case ban jaye ga tujh pr @ibtehaj_akber,0
1079,"listening to Aye Khuda - Murder 2 By Mithoon, Saim Bhat, Kshitij Tarey",0
1080,LOL terrorism ki baat aayi aur dukh Kisko hua dekh lo.,0
1081,Vo state batai haha rape na home ho kisi parti ko nahi janta ko samne aana hoga Hassan,0
1083,girl : accha tum bhi period mein ho ? laal khoon nikal raha?,0
1084,"nhi yaar, or sun'na bhi nhi hay warna real version se nafrat hojaegi",0
1085,ye video dekh kar to khoon khaul gya,0
1087,"Sir, I suggest my views about rape cases. Ladies ko chahiye ki woh apne pair se unki jananendriya ko damage kare. Voh bhagega",0
1089,Pardarshan ki baat to shi hai par Naare ki baat Apki galat is post se aap Nafrat phelao rhe hai,0
1091,"@ Naliya gang rape might have got blessings from Mulayam,CHOTI CHOTI GALTIYA LADKO SE HO JATI HAI",0
1092,"Bikram Singh Indian Army Chief "" Hum Pakistanio ka khoon bhahye gy tu eh Pak Army ko nuqsan hoga "" #lannat #IntelligenceAtBest #Charsadda",0
1093,haan unhi brahmino ke saath jisne inka rape kiyaa. Akhilesh hi bachayenge sab dalit ko,0
1095,keh kaun raha hai balram singh ki beti se gang rape ka aaropi jiska leader ho usko to fasi de deni chahiye,0
1096,main kab popular ho gayi bhai????aur tu mujhe hate karti hai????,0
1097,bjp Wale rajyo me murder ya rape nahi hote kya...up ki roti kha k up ko hi badnaam karte ho..,0
1098,sir but language kya ham is desh nafrat ki or nahi le ja rahe,0
1099,"kya fayda khoon jalane se ,ignore kriye , samay ek jaisa nhi rheta hai",0
1100,Hate karte hain phir usse shaadi kar lete aur phir pyaar waah waah  Rangoon This Friday,0
1101,Aaj Phir Video Song | Hate Story 2 | Arijit Singh | Jay Bhanushali | Surveen Chawla http://fb.me/1JkHqfNNt ,0
1102,Que from @RanaAyyub :  aap kisi father ko uski beti ke #rape case me death penalty nahi de sakte uske 40 baccho ka kya hoga? https://twitter.com/vikingthakkar/status/834070912806842368 …,0
1103,"Modi ji ka Kitne state se khoon ka rista hai, Ye Koi kaise proof karega",0
1104,"Asl dangon ki wajah bike hue journalist hi hotels hai, Jo thode paison ke liye nafrat ki aag ko badane kaa kaam karte hain https://twitter.com/sardanarohit/status/833709257530949632 …",0
1105,Mahila Sabha national president Ranjana Bajpai ko Pratibha ke rape case me kaam karne ke liye nikal diya gaya. kaam bolta hai.,0
1107,Desh me rape pe rape ho rhe hai,0
1108,Judge msti se so rhe hai,0
1109,Tv me advertising aata hai UP ke liye ki kaam bolta hai..Aaye din murder aur rape uske saath saath acid attack..Sach me kaam bolta hai...,0
1110,Judges msti se so rhe hai,0
1112,Jab k usay Janam Deny wali MAA Bhi Aurat-zaat h0ti hai...!!!,0
1113,"Rape karne wale hamare, sarkar hamari, pulis hamari. Kisko pakde, kisko chhode, hamari marzi! https://twitter.com/SamajhdaarLadki/status/834016316709359617 …",0
1114,I Hate MathsMatric tak pasand thi us k baad nahi :P https://twitter.com/aisha_awan10/status/834064667618189313 …,0
1116,Zahid pk army,0
1119,Very true  nafrat h sach aur Hindu aur Bhartiya culture s inhe https://twitter.com/pliersnwires/status/833923570812190720 …,0
1120,Hate u use bola jata jise sab se Jada love karte ho,0
1123,notebandi se terrorism khatam ho gaya,0
1124,notebandi se fake currency gayab ho gaya,0
1125,Bhai yeh desh mera hai.. Poore desh se mera khoon ka rishta hai.. India se na hoga th kya Italy se hoga,0
1126,Rape wala bhajpa,0
1127,jee zaroor Q k punjab bhi pakistan ka part hai and terrorism se cover hua hai,0
1129,Pin it khun ke aanshu to the hai,0
1130,Rapist desh ki ijjat dho the hai,0
1131,Judge msti se,0
1132,nHi Phr kbhi khoon ga abhi Time nhi,0
1135,"I think, @WoCharLog ka khoon koi aapiya ya feminist hi karegi",0
1136,Haramkhor apni hi betiyon ke farzi rape case bana ke unjaan logon ko bekoof banatey rehtey! LOL,0
1138,Tumharay Khoon ka jo Karz Hai || ISPR Latest Song on Peshawar Martyr 108... https://youtu.be/i1TIEE3kxkQ  via @YouTube,0
1140,"@PMOIndia sirji hum jaise bekari Kam hoti..aur yeh gunda gardi, murder, Kam hote..us paise se business karte aur naukri ke liye Koi jhanda",0
1142,"Girls who put half avi ""banda onko kesay samjaye k agr onka murder ho gya to laash ki shnaakht kitni mushkil ho jaye gi""",0
1143,bhai vote to en ko hum sab me se hi na log karte hai har party me 50% lagbhag murder rape jaisa kam karne wala v,0
1144,Gareeb logon ko notebandi se koi farq nahi pada up the level of Higher middle class,0
1146,"@ZeeNews Dimple if you tell Akhilesh bhaiyya about boys teasing you,Kya hoga,Rape ke Baad BHI chup rahega.Chahe GayatriPrpti hi kyon na ho.",0
1148,sir bach k Kahi aapke upar bhi deshdroh ka mukadma na chal jaye .. MP hai wo . Jaha  rape murder chori nahi ho sakta.,0
1149,"@PiyushGoyal @AmitShah Rape, Chori, daketi, gunda gardi, bhai giri, corruption n  garibo per atyachaar, ye sub bhi to kaam he h na",0
1150,"cheer he to h, rape thode na Kare h. Ese to hum galti bhi nahi kahe sakat #Mulayam Singh",0
1151,Raipur - Grp Ke Teen Javano Par Rape Ki Kosish Ka Arop: http://youtu.be/Jm1xL3piSKA?a  via @YouTube,0
1153,Use top SE Uda do tab maan sakte hai ki Pakistan terrorism khatm karne ke.liye serious hai,0
1155,@sardanarohit Ghanshyam Tiwari se poochh lijiye badayu rape kand ka Doshi ko pakda gaya ya nhi,0
1156,Khoon Chala (From Rang De Basanti) http://www.hungama.com/music/song-khoon-chala-from-rang-de-basanti/3008564/play …,0
1161,@rohitsardana aaj ke neta bilkul mosquito ki tarah ho gaye hai jo bhedbhav ni dekhte bas jam kar khoon chooste h,0
1162,sir hamare desh me rape jaisi jaghan apradh ko rokne k liy sarkaar kya kar rahi hai ?aap hamare PM ho iske liy hamein grw hai.,0
1165,Agar @reliancejio @RelianceEnt apna broadband launch karde to yeh @Airtel_Presence kuch bhi nahi hoga uske samne. I hate #Airtel,0
1166,Yar ye CVs apni hy likhi howi Story kyu bhul hate hain? #kasamhttps://twitter.com/nehalovesDVD/status/833865222481813504 …,0
1167,Ham sub aap se itefaq kerte hain lakin #RanaSanaUla akela nahein #Sharif bradran ki puri hamayat hai ye sub mil k terror phela rahe hain https://twitter.com/siasatpk/status/833937892212867072 …,0
1168,Tumharay Khoon ka jo Karz Hai || ISPR Latest Song on Peshawar Martyr 1080 HD: http://youtu.be/i1TIEE3kxkQ?a  via @YouTube,0
1169,Sanjay bhansali Ke thappad Lagne par hindu terrorism bolne Wale ab kaha h. #Dogle,0
1170,hauz khas mein bhi agar rape ho jaye toh log kahan safe hain ?,0
1171,lol...gayi bhains paani mein...hatred at his best...,0
1173,DDLG oops DDLJ khoon will kill me but yeah who cares?,0
1175,Ya log hi bhart ma aatank aur terrorism badhawa data hai pic.twitter.com/2UBohI5WOl,0
1177,"ap to educated malum hote hain, agar aisa hai to ap pahle quran (holy book) ko parho, samjho aur nafrat se ruk jawo",0
1178,ap jaise mere mitr Muslims ke khilaf sabhi ko bharka rahe hain. please stop sharing hatred against a particular religion.,0
1180,you mean hatred ke saath disbelief aa hi jata hai slowly?,0
1181,kuch logo ne bhansali ke kaan ke niche ek diya to .. Hindu terrorism,0
1183,Famous hone ke liye kitna khoon bahana padta he tum kya jano...wo bhi periods wala https://twitter.com/Winkerbell_/status/833969870714916864 …,0
1184,Aik Mareez Ko A+B+Positive Khoon Ke Sakt Zarorat Han Jo Dost Dena Chahe Wo Rabta Karay.,0
1185,and we need to stop werna sab ko nafrat hojayegi :p,0
1186,Javed Akhtar Sahab aap sirf itna lik dejeye k is Desh ko Islamic terrorism se  Katra hai,0
1188,naa likes naa Rts..  mar kyun nae jaaty sb,0
1189,Islam mea rape ki saza se nonno othna band hojayegi dear samjho,0
1190,Hitler Ka Phone 2 Lakh 40 Hazar Dollar Me Farokht.,0
1192,hota hoga parrrrr nafrat c hai mujhe formalities main,0
1193,"Bhai unhone un hindu,s ko terrorist bata ke goli marvai. Hindu terrorism naam ka naya word invent kiya",0
1195,imp seat h toh rape accused k liye prachar krenge hadd ho gyi... Arey taal dete schedule kahi or kr lete prachar,0
1196,International players lene me toh gili ho jati hai aur hate spread karna hai. https://twitter.com/JamhoorFactor/status/833778500750471170 …,0
1198,"Police k paas kisi bhi smsya ka smadhan nhi hota chahe paisa chori ho jaye smaan chori ho jaye, Murder ho jaye. Akhilesh Ke Jhooth",0
1202,Hare rama hare rama ram ram hre hre ..... Hate Krishna hare Krishna hare krishna krishna hare ..... pic.twitter.com/dKaaGJlgyp,0
1203,abhi tak koi call nahi aaya shame on you kab aaye ga srif paisa se matlab hai Aap logo ko i hate you dishtv,0
1204,Dalbandin Thilismia k Shikar Aik Masoom Bachi ko O- Aur Aik Bachy ko A+ khoon kee Zarurat Hai Rabta Kare Bolan Blood Bank 03327914313,0
1206,Justice Khosa ko samjhaain aisay remarks na dain warna blasts barhtay jaaingay,0
1207,ha re ek din media ko batana hi padega tabhi vo haramj pakda jayega varna paiso ke dam pe aur do tin murder kar dega.,0
1208,"Aur yeh bhi , 40million ke khoon se range hath dekh lo dhyan se pic.twitter.com/xoEehKmmBh",0
1209,"Dalbandin: Thilismia k Shikar Aik Masoom Bachi ko O- Aur Aik Bachy ko A+ khoon kee Zarurat Hai, Rabta Kare Bolan Blood Bank, 03327914313",0
1210,lekin aaj Kal to Gujrat ki mataon ka gang rape Kar rhe aapke tuchhe karyakarta,0
1212,@anuragkashyap72 kyu be halkat abhi tarek fatah par hamla hua tab tuje islamic terrorism mai dikha haramkhor .. sale gand me fatt gai teri,0
1213,@sunny_congress jab MP mein vyapam ghotale ko chupane k liye 60 murder ho sakte h. Ye to uske saamne kuch b nai,0
1215,Pata hi kin logon ne inko nafrat ka injection laga diya hai. Hamesha Hindu- Musalman Aur nafrat ki batain to karte rahte hain,0
1218,phir bi akal nahi aya kashmiriyo ko..pakistani sena POK ki ladkiyo ka rape kar raha phir bi pakistan jana hai.,0
1219,ye bakwas h jatin ? Hate karte ho thik h par ye faltu ka to mat bolo agar koi shah ko aise bole to @beingsalmankhan,0
1220,tum Loug ke pass Hate & Curse ka time kaha se aata hai @jenwinget to Yai nahi sikhati?,0
1224,haan or bol.. ye voice suit kar rahi hai tere upar... apni hate jaari rakho.. or vote kharab karo.,0
1225,Hitler Ka Phone 2 Lakh 40 Hazar Dollar Mein Farokht.,0
1226,Rape wahi log krte h. Jo khud kisi rape se paida hue hotel h,0
1227,"Damashq: Sham Me Sarak Kinare Nasb Bomb Ka Dhamaka, 4 Roosi Fauji Halak, 2 Zakhmi, *Hitler Ka Phone 2 Lakh 40 Hazar Dollar Me Farokht,",0
1229,"Aur @OfficeOfRG kehte hain Hamaari Sarkaar Banwaao to ham ""Aalu Ki Factory"" lagaenge.",0
1231,"Thori sharam karo. Aap ki auqat nahin Hafiz saeed per comment karne ki,, pehle BB k qatilon ko pakro,, dr asim ko phansi do, apna ehtsab kro",0
1233,jab se surgical strike ki hai na tumhre mujahid ki gand se khoon niklta hi India k bare me soch k,0
1234,"Even the stars align against anpadh hate-mongers -Diwali and Eid fall on the same date, this year...Bijli ki koi problem nahin hogi Modiji",0
1235,UP me rape ho ya balatkar sab cmji ko sajish lagta hai!100 laye hai sirji! Ab jaldi2 sajish pakad lenge!,0
1236,@NK_INDIAN sayad rape waise hi hota hoga.train me logo ko marna punay  h apki najar me,0
1238,Pakistaniyon ko aisi news Maamul sa ho Gaya hai  jaise udar Roz Bomb blasts hote hai..,0
1239,Rangers Muqable Main 5 Dehshat Gard Halak,0
1242,Uff itni nafrat karachi se? Poora timeline hate tweets rts se bhar diya. Celebrate ur win yaar dil bara rakhen! https://twitter.com/AdilQureshi_/status/833772700543901696 …,0
1243,"Jinki Pakistan ke liye sabse zyaada services hain, unhi ko sabse zyaada hate kiya jaata hai. Ultay log, ulta mulk",0
1244,to hindustani naam rakho ye terrorism failaane waale arbo ka naam kyu rakhtain ho,0
1247,Iss kambakhat makhi ko poore duniya mein sirf mera hi milkshake mila tha suicide karne ko,0
1248,hahahaha is hate mai bhi pyaar hai,0
1252,bhai .. rivalry. No hate. Lahori-Karachi bhai bhai,0
1253,yar jab ap apni Niki hmara ghar bhajo ga tab karonga rape PR shadi k bad,0
1254,#Bollywood :  Abhijeet Bhattacharya: UP waalon ke khoon main hi politics hoti hai http://dlvr.it/NQwdz3 ,0
1255,Allied Bank ke bachay se nafrat hogie hai.,0
1256,"Chakko ki fauj ko industry kahate hai,",0
1257,Bhansali ko jhapad pada to saffron terrorism,0
1260,"RaGa ka bhi ek case tha rape ka, patanehi case ka kya hua.Tabhi Congress ki govt tha",0
1261,unki family mai rapists ko encourage karna.Mujhe doubt hotahai unke upar kehi woha rape to nehi karte,0
1264,kyo tarik fateh se pyar karte ho aur Pakistani actor se nafrat.tarik fateh se kuch gahra relation lagta hai.,0
1265,Aur kuch tou emojies ka rape karte hain,0
1266,"- LOL Cocky chootiya! Jab gali kie londey star ban jatey hia phir bhi jahil rehtey hia, dil mie nafrat rakhtey hai. #Example",0
1267,#DhoniOurPride Dear goenkas aap dhoni KO kaptaani se hata skte ho lekin vaisa young captain kaha le laoge jiske khoon me kaptaani ho,0
